sequence_id,dataset,label,risk_level,pose_array_path,center_speed_mean,center_speed_max,center_speed_std,center_acceleration_mean,center_acceleration_max,center_acceleration_std,vertical_range,vertical_drop,sudden_vertical_change,torso_angle_mean,torso_angle_max,torso_angle_std,body_height_change,body_height_range,mean_joint_speed,max_joint_speed,std_joint_speed,instability_score
S001C001P004R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P004R001A043.npy,0.020739358,0.11990822,0.023679301,0.022058344,0.13284823,0.028817678,0.51647407,0.40611124,0.08386022,24.400887,71.532936,27.715506,-2.3207195,2.8971782,0.04570843,0.55544704,0.06516464,0.08884394
S001C001P004R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C001P004R002A008.npy,0.02867701,0.33038002,0.048170425,0.031222198,0.28651792,0.046882708,1.0782049,0.48816666,0.32529357,4.7708025,26.600344,5.263488,-1.6794405,2.8227398,0.055144206,0.7456055,0.09151605,0.13968647
S001C001P004R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C001P004R002A009.npy,0.018540634,0.11196119,0.019973239,0.016525608,0.0683556,0.016633559,0.5894416,-0.43257415,0.09694657,5.491909,21.702324,6.323137,1.6183891,2.4467182,0.037517965,0.7557757,0.05474317,0.07471641
S001C001P004R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C001P004R002A042.npy,0.030516509,0.18646921,0.031989884,0.043242324,0.20891814,0.048370037,0.18208134,0.04545355,0.09826064,3.9672227,18.058159,3.5100944,-0.3397808,1.2445154,0.06903708,1.147012,0.1086145,0.14060438
S001C001P004R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P004R002A043.npy,0.020520471,0.09349274,0.021938892,0.019956542,0.11612994,0.024641238,0.399114,0.33755028,0.075665355,20.595043,63.724815,21.26198,-2.7921495,2.8812764,0.044863205,0.4898457,0.06366889,0.08560778
S001C001P005R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C001P005R001A008.npy,0.015968345,0.09439874,0.016107464,0.011560599,0.080709405,0.013927493,0.5508987,0.45953435,0.051871777,5.0546203,12.624975,3.2353797,-1.8582954,2.0645819,0.028640598,0.32270056,0.03700237,0.053109832
S001C001P005R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C001P005R001A009.npy,0.015946522,0.06939721,0.016121091,0.011412048,0.07616961,0.013464668,0.53555256,-0.5062942,0.051609457,5.0722127,16.731123,4.658123,1.9379482,2.0859203,0.030553864,0.289185,0.038392987,0.05451408
S001C001P005R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C001P005R001A042.npy,0.016830068,0.066931516,0.012930299,0.02102959,0.0911022,0.015778588,0.14913934,0.09627682,0.060621977,6.1450667,20.409145,6.414236,-0.3504076,0.45067072,0.041341968,0.5681681,0.052089006,0.0650193
S001C001P005R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P005R001A043.npy,0.026958046,0.087043814,0.022791391,0.025441386,0.09927107,0.02165156,0.8366544,0.6321025,0.08520326,16.883238,52.654522,18.599876,-2.4639742,3.3923054,0.061395567,0.9177048,0.09494521,0.1177366
S001C001P005R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C001P005R002A008.npy,0.01739464,0.06628916,0.016520359,0.016162025,0.068274006,0.016468633,0.46538997,0.33224875,0.04916215,9.408834,30.304834,7.183314,-1.6085072,2.2419682,0.03412674,0.6227853,0.04854584,0.0650662
S001C001P005R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C001P005R002A009.npy,0.013691763,0.06406532,0.011736356,0.009871068,0.03667976,0.009666396,0.3852017,-0.36329007,0.025436282,6.6232805,13.135584,3.33653,1.7821584,2.0357594,0.025130775,0.3195011,0.030466305,0.04220266
S001C001P005R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C001P005R002A042.npy,0.023622243,0.16907938,0.021139799,0.030752849,0.17905144,0.0271492,0.15652019,0.064992785,0.049533665,10.143786,25.38526,7.4706936,-0.33462572,0.828279,0.056022137,0.7039709,0.06492313,0.08606293
S001C001P005R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P005R002A043.npy,0.024796266,0.15862238,0.0253128,0.0267912,0.13969824,0.028251085,0.5978898,0.5838008,0.105879664,21.929277,54.821518,15.370164,-2.9714327,3.0835164,0.06426362,1.8141643,0.109085776,0.13439858
S001C001P006R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C001P006R001A008.npy,0.012428535,0.07627792,0.016505798,0.011003129,0.084456585,0.0145386765,0.474551,0.44927278,0.060988724,6.1184554,20.193258,5.7010155,-1.5812478,1.9242749,0.02365273,0.34418663,0.033193428,0.049699225
S001C001P006R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C001P006R001A009.npy,0.013400616,0.08355705,0.015317202,0.011059009,0.0692721,0.012937404,0.5473701,-0.49078852,0.057955265,7.9146557,24.499502,7.2151694,1.8655152,2.2597272,0.025031894,0.29842436,0.033213984,0.048531186
S001C001P006R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C001P006R001A042.npy,0.02798178,0.09235022,0.015811352,0.017955309,0.092986636,0.015394998,0.28384167,0.07750869,0.05049026,8.69933,18.369038,5.641794,-0.069314,0.48167562,0.06194078,0.88627815,0.06643505,0.0822464
S001C001P006R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P006R001A043.npy,0.02163334,0.14324199,0.026377682,0.01945622,0.14983056,0.025917279,0.32262427,0.2805339,0.13145697,34.5457,81.19091,33.381706,-1.3971405,2.1678746,0.047741406,0.78252184,0.0729473,0.09932499
S001C001P006R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C001P006R002A008.npy,0.014820336,0.08131866,0.017469147,0.012766143,0.07861154,0.014980835,0.48884505,0.47223377,0.061442077,6.369565,21.563938,6.29506,-1.7035017,2.3286562,0.029277427,0.5266854,0.04411019,0.06157934
S001C001P006R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C001P006R002A009.npy,0.018389996,0.11989721,0.024095103,0.015724966,0.09902409,0.019241465,0.6132792,-0.46250647,0.08191997,7.584453,33.680485,9.342973,1.9594975,2.99328,0.037408933,0.42543313,0.055445034,0.07954013
S001C001P006R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C001P006R002A042.npy,0.024493247,0.09457537,0.016180815,0.018132742,0.072558515,0.014683396,0.28444296,0.07248294,0.057581425,9.297345,23.413317,7.320227,-0.445549,0.8266449,0.056914423,0.6140239,0.0675031,0.083683915
S001C001P006R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P006R002A043.npy,0.034836184,0.23748109,0.04791808,0.03191128,0.43692818,0.06445306,0.69218034,0.13807702,0.2337435,6.4423842,27.681927,6.5854826,-2.5769572,3.0744784,0.064748764,0.79946184,0.09473651,0.1426546
S001C001P007R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C001P007R001A008.npy,0.021176057,0.0952818,0.018318828,0.023650846,0.10260436,0.020393558,0.46155867,0.37301302,0.077094436,14.494952,32.663593,10.367704,-1.1818371,2.2641873,0.046880063,0.67527056,0.055348065,0.07366689
S001C001P007R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C001P007R001A009.npy,0.015537097,0.06496491,0.013527528,0.013801729,0.091457725,0.015149191,0.49836257,-0.47019655,0.043057024,14.514159,28.362194,8.376723,1.4187746,2.1022382,0.032215968,0.30116513,0.0329182,0.046445727
S001C001P007R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C001P007R001A042.npy,0.03962061,0.1548585,0.026251797,0.04736177,0.19773862,0.03696245,0.42955193,0.37432986,0.09709567,9.5525875,27.27219,6.5374002,-0.82454157,1.6310282,0.08632545,1.4002448,0.09799727,0.12424907
S001C001P007R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P007R001A043.npy,0.033486936,0.16121131,0.031750545,0.031813078,0.2752097,0.04063688,0.7284873,0.44477007,0.11876154,22.74692,65.08492,20.46175,-2.5711858,3.950162,0.06750754,1.2433047,0.101101965,0.13285251
S001C001P007R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C001P007R002A008.npy,0.0275206,0.17863424,0.026962256,0.03093746,0.14637487,0.026529444,0.5354639,0.40406772,0.16505685,8.823769,43.89779,10.954625,-1.1849113,2.001089,0.06034578,0.63883376,0.07307125,0.10003351
S001C001P007R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C001P007R002A009.npy,0.019893605,0.15786973,0.022370735,0.018671548,0.12228995,0.022832477,0.5764828,-0.5179016,0.13378501,5.8214116,18.849682,4.7998767,1.439672,2.3129566,0.03803648,0.4814545,0.043894153,0.06626489
S001C001P007R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C001P007R002A042.npy,0.043258227,0.16033006,0.03638654,0.062362127,0.27549747,0.055770256,0.37900394,0.2011671,0.15027148,11.930977,43.516678,11.205415,-0.7507081,1.793499,0.09538342,1.3423467,0.11589201,0.15227854
S001C001P007R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P007R002A043.npy,0.02862156,0.09928567,0.020870019,0.028104085,0.11560852,0.025204873,0.51824105,0.42184302,0.06524813,33.72425,89.21869,35.24746,-2.3752956,2.8072364,0.07011242,0.7686088,0.08056975,0.101439774
S001C001P008R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C001P008R001A008.npy,0.043247044,0.30583757,0.057731833,0.049375806,0.29977214,0.05998549,0.80053365,0.30248398,0.18054318,7.845897,25.156143,6.561481,-1.2204695,2.9955375,0.077322826,1.0833777,0.12135908,0.17909092
S001C001P008R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C001P008R001A009.npy,0.03583502,0.3073474,0.05048315,0.038940575,0.32854584,0.055367768,0.5647285,-0.28828478,0.1361526,10.839258,42.749157,13.902494,1.3620458,3.057563,0.06980732,1.197042,0.120688275,0.17117143
S001C001P008R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C001P008R001A042.npy,0.041288476,0.15484598,0.02926847,0.065549634,0.19309072,0.039332792,0.14395499,0.035939813,0.10950725,5.1935186,12.062184,2.0961833,0.49564314,1.0412138,0.08818584,1.358444,0.14815244,0.17742091
S001C001P008R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P008R001A043.npy,0.021847092,0.07076032,0.014562725,0.025911624,0.08756042,0.016060323,0.15218817,0.0058993995,0.046058714,5.3171687,10.703189,1.8222659,-0.2349639,0.5537348,0.044137225,0.5396774,0.06927056,0.083833285
S001C001P008R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C001P008R002A008.npy,0.0189164,0.09332381,0.018543078,0.017378168,0.09562384,0.018092858,0.38862145,0.2752337,0.084093004,2.6956756,10.515339,1.9061182,-1.2284265,2.058988,0.03510747,0.81390417,0.04833196,0.06687504
S001C001P008R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C001P008R002A009.npy,0.011547581,0.07869436,0.011763446,0.007954416,0.040525448,0.008596361,0.3458504,-0.22513229,0.03753972,2.729816,5.244374,1.3463663,1.5472789,1.9529433,0.023971228,0.27989548,0.025754098,0.037517544
S001C001P008R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C001P008R002A042.npy,0.051098324,0.25983065,0.04517409,0.07633081,0.40451482,0.06570526,0.3080771,0.20844519,0.20477533,11.918293,32.42505,9.286783,-0.26303768,2.0429413,0.11536952,2.2413492,0.14009917,0.18527326
S001C001P008R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C001P008R002A043.npy,0.022198638,0.10094278,0.021135952,0.021193974,0.11013905,0.023235532,0.43893814,0.39496127,0.08402443,33.702404,88.023636,23.758587,-0.54133844,1.3471808,0.060794983,1.073921,0.09328486,0.11442082
S001C002P001R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C002P001R001A008.npy,0.026256058,0.21579635,0.024211038,0.026699327,0.19997466,0.02732781,0.5034914,0.20748502,0.096328974,8.701145,24.537962,7.1058655,-1.3033605,1.9028597,0.048411816,1.934778,0.08837681,0.112587854
S001C002P001R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C002P001R001A009.npy,0.026456838,0.1054551,0.0224357,0.028926343,0.11905703,0.02393257,0.5015937,-0.33258653,0.061280996,10.24407,29.751883,7.7816544,1.3752985,2.275789,0.052180737,0.77605623,0.075683095,0.0981188
S001C002P001R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C002P001R001A042.npy,0.03098254,0.14556593,0.023310574,0.044012833,0.17702489,0.031433202,0.17861575,0.0989691,0.09611511,3.3968158,9.973793,2.6302896,-0.26894665,0.652545,0.07567901,1.4231799,0.09958832,0.12289889
S001C002P001R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C002P001R001A043.npy,0.033065487,0.12019473,0.022627627,0.03691556,0.11918323,0.024760738,0.74567425,0.7151054,0.08868706,22.815447,57.433712,18.794453,-2.5512698,2.655364,0.07052194,1.0636631,0.08515253,0.10778016
S001C002P001R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C002P001R002A008.npy,0.030182179,0.15443009,0.028923279,0.036435865,0.21558213,0.04358758,0.64049757,0.5594454,0.0910455,4.6574583,15.492499,4.221698,-1.5162754,1.7375312,0.05283772,1.3813952,0.08802672,0.11695
S001C002P001R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C002P001R002A009.npy,0.022519706,0.11463369,0.019355085,0.02562414,0.14279547,0.026716506,0.5750778,-0.4479287,0.10628718,4.03355,11.113648,3.0852928,1.5725999,2.3302584,0.04693093,0.99695337,0.06808834,0.087443426
S001C002P001R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C002P001R002A042.npy,0.026195468,0.10562103,0.02043977,0.037551455,0.19316053,0.030103626,0.11438048,-0.0013074279,0.06738949,2.5945737,7.7545567,1.7663989,-0.14006996,0.6452074,0.06011682,0.4642386,0.066050954,0.08649072
S001C002P001R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C002P001R002A043.npy,0.042592607,0.23992103,0.044420637,0.047291487,0.31617898,0.055353407,1.0130547,0.9021408,0.12650554,13.236963,43.89428,13.026973,-3.1163368,3.4517782,0.08641265,1.3184873,0.1258881,0.17030874
S001C002P002R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C002P002R001A008.npy,0.023252495,0.08823239,0.021475878,0.023086714,0.10162567,0.019873764,0.50970423,0.40882763,0.06223035,7.417304,19.04863,6.0666676,-1.0328774,1.7818077,0.045120087,0.6535788,0.0698257,0.091301575
S001C002P002R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C002P002R001A009.npy,0.167545,0.52218074,0.106322914,0.19002208,0.63402337,0.13053624,1.0693989,-0.88871324,0.36883968,33.73007,89.61796,26.327187,0.004065275,4.746356,0.39745033,2.7396755,0.32845655,0.43477947
S001C002P002R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C002P002R001A042.npy,0.029037507,0.1296608,0.02273642,0.03369754,0.13834499,0.030171104,0.14773732,-0.008334041,0.05068314,6.2786994,17.788322,5.81693,0.26762962,0.6211357,0.06554961,1.2932594,0.09771535,0.12045177
S001C002P002R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C002P002R001A043.npy,0.052078735,0.33558112,0.05829147,0.06197291,0.3598921,0.070601225,0.6023456,0.40096572,0.27903244,9.3347025,71.11269,12.243713,-1.852314,2.3193567,0.103965946,0.9560426,0.13140829,0.18969975
S001C002P002R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C002P002R002A008.npy,0.024877803,0.15981442,0.02503858,0.027984085,0.13659666,0.026686298,0.57094526,0.36547938,0.15347531,2.8711636,7.0218167,1.9039319,-0.8325491,1.7934468,0.053467076,0.7989853,0.07379862,0.0988372
S001C002P002R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C002P002R002A009.npy,0.022115972,0.12270116,0.022215445,0.01788065,0.12109987,0.01849321,0.5756159,-0.3534425,0.06795043,2.30706,6.690499,1.846265,0.82480145,2.092905,0.043584827,0.7388095,0.056377217,0.07859266
S001C002P002R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C002P002R002A042.npy,0.029590473,0.1340534,0.021645037,0.034748398,0.17074889,0.030516777,0.45294034,0.067171454,0.07655364,7.081651,14.075027,4.852967,0.05992794,0.6516919,0.06629713,0.99744976,0.085364066,0.107009105
S001C002P002R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C002P002R002A043.npy,0.03804404,0.2214633,0.041460782,0.039594736,0.20896493,0.049586307,0.52089226,0.29936582,0.17890793,7.9337754,27.311947,6.7866874,-2.0881007,2.6031559,0.08055582,1.6373987,0.13140753,0.17286831
S001C002P003R001A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C002P003R001A008.npy,0.05146129,0.35308045,0.061260108,0.08384294,0.5409084,0.090443954,0.6068929,-0.078595996,0.3066061,45.833107,89.59712,29.946772,1.1678588,1.4711607,0.1117938,2.061282,0.19426812,0.25552824
S001C002P003R001A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C002P003R001A009.npy,0.03681768,0.17918211,0.031925526,0.054224174,0.21723245,0.042480685,0.70586145,-0.42260346,0.09893784,7.8455935,29.145058,7.486462,1.0046711,2.569986,0.073299274,1.2023376,0.10194049,0.13386601
S001C002P003R001A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C002P003R001A042.npy,0.020959008,0.07563989,0.015513619,0.030247644,0.10032223,0.019717425,0.10359901,0.026487052,0.04733497,4.182872,8.811092,2.1756718,-0.06650686,0.40069866,0.04927298,0.3863126,0.05376133,0.06927495
S001C002P003R001A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C002P003R001A043.npy,0.03736393,0.26980862,0.05062515,0.04067478,0.2926264,0.05637452,0.45058638,0.14582121,0.14825475,10.5956545,34.365616,10.976791,-1.6350055,2.4076927,0.07642532,1.0159949,0.123312175,0.17393732
S001C002P003R002A008,NTU,sit_down,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\sit_down\S001C002P003R002A008.npy,0.0451523,0.30473042,0.061855704,0.05977549,0.5046527,0.08260304,0.91254026,0.3904798,0.20273462,7.569002,33.73483,10.582733,-0.8495817,2.7030845,0.09653982,1.1397157,0.15533009,0.2171858
S001C002P003R002A009,NTU,stand_up,low_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\stand_up\S001C002P003R002A009.npy,0.021677285,0.094815366,0.019169496,0.025130175,0.11331957,0.022300245,0.55957246,-0.35633698,0.07184231,3.2641385,8.344938,2.715309,0.9900546,2.075797,0.043400172,0.43551403,0.05512159,0.07429109
S001C002P003R002A042,NTU,staggering,moderate_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\staggering\S001C002P003R002A042.npy,0.012975169,0.045549423,0.009990217,0.014992936,0.06763298,0.012297265,0.056592286,0.032567322,0.03750646,3.8168957,10.629264,2.7718923,-0.05155468,0.49358892,0.032029085,0.43584347,0.037397485,0.047387704
S001C002P003R002A043,NTU,falling_down,high_risk,C:\Users\VICTUS\Downloads\Research\outputs\Common_Joint_Sequences\NTU\falling_down\S001C002P003R002A043.npy,0.038979117,0.2836227,0.05626567,0.041262176,0.2278095,0.055859964,0.53500354,0.37229154,0.21620515,10.070884,71.30481,13.883438,-1.432251,2.3248038,0.0863369,1.3032416,0.14480352,0.20106919
