sequence_id,dataset,action_label,risk_level,mean_torso_inclination,std_torso_inclination,knee_hip_drop_ratio,ankle_motion,mean_body_height,std_body_height_norm,mean_joint_speed,std_hip_y,posture
S001C003P006R001A043,NTU,falling_down,high_risk,8.3667,10.4691,0.327,0.0096,4.27,0.3693,0.041,0.307,Lying
S001C003P006R002A008,NTU,sit_down,low_risk,2.2992,3.9147,0.1129,0.0775,4.5633,1.5163,0.1615,1.4988,Sitting
S001C003P006R002A009,NTU,stand_up,low_risk,15.4344,17.2773,0.2274,0.0215,5.2996,0.2061,0.0849,0.1469,Standing
S001C003P006R002A042,NTU,staggering,moderate_risk,14.1633,6.5314,0.24,0.0083,5.3904,0.0414,0.0621,0.0731,Walking
S001C003P006R002A043,NTU,falling_down,high_risk,39.7136,35.1432,0.374,0.0201,4.6591,0.3002,0.055,0.4931,Lying
S001C003P007R001A008,NTU,sit_down,low_risk,3.9188,1.9851,0.172,0.0065,4.9975,0.1492,0.0427,0.2138,Sitting
S001C003P007R001A009,NTU,stand_up,low_risk,1.3201,0.874,0.1152,0.005,4.7514,0.1383,0.0252,0.0655,Standing
S001C003P007R001A042,NTU,staggering,moderate_risk,4.1821,5.395,0.2487,0.0155,5.1656,0.0845,0.0825,0.1835,Walking
S001C003P007R001A043,NTU,falling_down,high_risk,31.2527,27.7364,0.2287,0.0149,4.5845,0.2503,0.0473,0.269,Lying
S001C003P007R002A008,NTU,sit_down,low_risk,12.7951,15.9377,0.238,0.0206,4.668,0.1267,0.0745,0.0903,Sitting
S001C003P007R002A009,NTU,stand_up,low_risk,13.1869,8.7289,0.1641,0.0152,5.0946,0.1927,0.0696,0.0643,Standing
S001C003P007R002A042,NTU,staggering,moderate_risk,17.815,17.0615,0.2095,0.0163,5.1847,0.0961,0.0833,0.136,Walking
S001C003P007R002A043,NTU,falling_down,high_risk,28.2883,29.4084,0.283,0.0148,5.0553,0.1446,0.0589,0.2764,Lying
S001C003P008R001A008,NTU,sit_down,low_risk,17.2273,19.9352,0.1462,0.0129,4.1932,0.1901,0.0711,0.254,Sitting
S001C003P008R001A009,NTU,stand_up,low_risk,11.1629,8.531,0.1222,0.0103,4.1268,0.1956,0.0669,0.126,Standing
S001C003P008R001A042,NTU,staggering,moderate_risk,19.9232,17.7764,0.2325,0.0173,5.0116,0.1041,0.0935,0.174,Walking
S001C003P008R001A043,NTU,falling_down,high_risk,30.6084,32.3596,0.2944,0.0128,4.6786,0.2056,0.0613,0.4032,Lying
S001C003P008R002A008,NTU,sit_down,low_risk,11.7376,10.4067,0.1918,0.0073,5.4041,0.1399,0.0431,0.0897,Sitting
S001C003P008R002A009,NTU,stand_up,low_risk,15.5424,9.0131,0.1952,0.0064,5.3233,0.1656,0.0321,0.1323,Standing
S001C003P008R002A042,NTU,staggering,moderate_risk,17.47,2.9066,0.1978,0.072,3.8172,0.1522,0.2217,0.0464,Walking
S001C003P008R002A043,NTU,falling_down,high_risk,16.4802,6.6561,0.0893,0.0312,4.1816,0.131,0.1143,0.0419,Lying
S002C001P003R001A008,NTU,sit_down,low_risk,5.1004,4.3035,0.1368,0.009,4.3731,0.1626,0.051,0.1633,Sitting
S002C001P003R001A009,NTU,stand_up,low_risk,3.674,2.5067,0.1548,0.0048,4.7025,0.1792,0.0307,0.1353,Standing
S002C001P003R001A042,NTU,staggering,moderate_risk,3.1043,1.6536,0.2213,0.0105,5.4611,0.018,0.0462,0.0184,Walking
S002C001P003R001A043,NTU,falling_down,high_risk,25.1974,23.631,0.2423,0.0194,4.8919,0.1288,0.0584,0.1898,Lying
S002C001P003R002A008,NTU,sit_down,low_risk,16.7547,19.1464,0.1828,0.0111,4.8702,0.1764,0.0617,0.2085,Sitting
S002C001P003R002A009,NTU,stand_up,low_risk,9.8159,7.4972,0.1585,0.006,5.1916,0.1396,0.0376,0.1456,Standing
S002C001P003R002A042,NTU,staggering,moderate_risk,5.2186,2.1173,0.2374,0.0118,5.7028,0.0207,0.0512,0.0205,Walking
S002C001P003R002A043,NTU,falling_down,high_risk,21.6089,21.0108,0.2457,0.0183,5.2609,0.0969,0.0754,0.1658,Lying
S002C001P007R001A008,NTU,sit_down,low_risk,18.4743,14.3713,0.1307,0.0075,4.8491,0.1683,0.045,0.1368,Sitting
S002C001P007R001A009,NTU,stand_up,low_risk,10.3896,7.8284,0.1423,0.005,5.1248,0.1675,0.0271,0.0695,Standing
S002C001P007R001A042,NTU,staggering,moderate_risk,8.024,7.5295,0.2393,0.0118,5.5248,0.0631,0.0453,0.0417,Walking
S002C001P007R001A043,NTU,falling_down,high_risk,21.0838,19.4341,0.2641,0.0181,4.1776,0.3583,0.0718,0.2075,Lying
S002C001P007R002A008,NTU,sit_down,low_risk,8.4581,10.5179,0.1617,0.0142,4.7497,0.1603,0.0697,0.19,Sitting
S002C001P007R002A009,NTU,stand_up,low_risk,6.1884,6.2094,0.1462,0.0113,4.9309,0.1578,0.0438,0.0597,Standing
S002C001P007R002A042,NTU,staggering,moderate_risk,9.9813,5.8066,0.219,0.0102,5.5413,0.0567,0.0441,0.0444,Walking
S002C001P007R002A043,NTU,falling_down,high_risk,20.5196,19.3266,0.1805,0.0105,4.9769,0.2414,0.0433,0.1999,Lying
S002C001P008R001A008,NTU,sit_down,low_risk,6.1191,6.5857,0.1864,0.0171,4.0459,0.2017,0.0812,0.1795,Sitting
S002C001P008R001A009,NTU,stand_up,low_risk,8.6025,10.6188,0.1378,0.005,4.7093,0.166,0.0307,0.1398,Standing
S002C001P008R001A042,NTU,staggering,moderate_risk,14.1592,9.7735,0.2408,0.0122,5.1709,0.0376,0.0822,0.0318,Walking
S002C001P008R001A043,NTU,falling_down,high_risk,6.1196,4.7397,0.3154,0.0109,5.0081,0.1395,0.0771,0.1967,Lying
S002C001P008R002A008,NTU,sit_down,low_risk,7.2435,6.4567,0.1174,0.0095,4.4011,0.1762,0.0613,0.0963,Sitting
S002C001P008R002A009,NTU,stand_up,low_risk,5.3034,3.3437,0.1303,0.0041,4.5703,0.1631,0.0232,0.0933,Standing
S002C001P008R002A042,NTU,staggering,moderate_risk,6.4929,6.5328,0.2229,0.0093,5.3729,0.0486,0.0632,0.0273,Walking
S002C001P008R002A043,NTU,falling_down,high_risk,24.0545,24.5046,0.2816,0.013,4.8125,0.1666,0.0682,0.3518,Lying
S002C001P009R001A008,NTU,sit_down,low_risk,5.8644,5.8621,0.1505,0.0147,4.6685,0.125,0.0679,0.0783,Sitting
S002C001P009R001A009,NTU,stand_up,low_risk,12.2231,11.2106,0.1848,0.0107,5.0978,0.1431,0.0444,0.0758,Standing
S002C001P009R001A042,NTU,staggering,moderate_risk,6.9392,4.1121,0.2706,0.01,5.8217,0.026,0.0463,0.0275,Walking
S002C001P009R001A043,NTU,falling_down,high_risk,17.9456,19.371,0.2267,0.0245,4.105,0.4132,0.0981,0.223,Lying
S002C001P009R002A008,NTU,sit_down,low_risk,9.4501,5.9268,0.17,0.0079,5.0039,0.1628,0.0436,0.1628,Sitting
S002C001P009R002A009,NTU,stand_up,low_risk,9.5316,5.0096,0.1864,0.0083,4.9367,0.2067,0.0404,0.1139,Standing
S002C001P009R002A042,NTU,staggering,moderate_risk,5.1504,3.5402,0.261,0.0082,6.0586,0.0183,0.0403,0.0142,Walking
S002C001P009R002A043,NTU,falling_down,high_risk,25.7747,23.8566,0.2112,0.0164,5.007,0.1933,0.0579,0.1928,Lying
S002C001P010R001A008,NTU,sit_down,low_risk,8.7337,9.0241,0.151,0.0073,4.9729,0.1599,0.0457,0.167,Sitting
S002C001P010R001A009,NTU,stand_up,low_risk,9.2705,8.19,0.1341,0.0061,5.1396,0.162,0.0318,0.0757,Standing
S002C001P010R001A042,NTU,staggering,moderate_risk,6.8809,4.9965,0.2424,0.0105,6.1217,0.0204,0.0542,0.0623,Walking
S002C001P010R001A043,NTU,falling_down,high_risk,35.6298,24.6665,0.2025,0.0278,4.6981,0.2647,0.0976,0.2525,Lying
S002C001P010R002A008,NTU,sit_down,low_risk,4.4946,4.7924,0.1127,0.0075,4.1173,0.1799,0.0455,0.187,Sitting
S002C001P010R002A009,NTU,stand_up,low_risk,6.196,6.8135,0.1524,0.0056,4.8877,0.1768,0.035,0.1183,Standing
S002C001P010R002A042,NTU,staggering,moderate_risk,6.6169,4.4672,0.2319,0.0151,5.5059,0.0442,0.0615,0.0539,Walking
S002C001P010R002A043,NTU,falling_down,high_risk,16.8441,13.788,0.2204,0.0265,4.3983,0.2649,0.0966,0.2589,Lying
S002C001P011R001A008,NTU,sit_down,low_risk,9.0659,5.9616,0.177,0.0197,4.827,0.1909,0.1321,0.1657,Sitting
S002C001P011R001A009,NTU,stand_up,low_risk,15.9096,11.0663,0.1403,0.0237,4.7836,0.1759,0.1306,0.1689,Standing
S002C001P011R001A042,NTU,staggering,moderate_risk,3.5852,3.1511,0.2218,0.0181,5.2427,0.0229,0.1232,0.0373,Walking
S002C001P011R001A043,NTU,falling_down,high_risk,8.5355,5.3253,0.1937,0.0286,4.2427,0.23,0.0824,0.1142,Lying
S002C001P011R002A008,NTU,sit_down,low_risk,7.9669,5.6732,0.149,0.0259,4.0454,0.2795,0.1143,0.1155,Sitting
S002C001P011R002A009,NTU,stand_up,low_risk,12.0089,6.7703,0.1618,0.0113,4.0333,0.1639,0.0789,0.1062,Standing
S002C001P011R002A042,NTU,staggering,moderate_risk,3.5501,2.2081,0.2304,0.0137,5.7903,0.0187,0.0559,0.0139,Walking
S002C001P011R002A043,NTU,falling_down,high_risk,9.2015,9.24,0.195,0.0149,4.9309,0.2027,0.0708,0.1636,Lying
S002C001P012R001A008,NTU,sit_down,low_risk,9.6607,11.8989,0.2036,0.0096,4.9041,0.1787,0.0561,0.234,Sitting
S002C001P012R001A009,NTU,stand_up,low_risk,4.7506,5.7299,0.1703,0.0064,5.2294,0.1407,0.0383,0.1003,Standing
S002C001P012R001A042,NTU,staggering,moderate_risk,8.7181,8.9683,0.2416,0.0166,5.8736,0.0896,0.0888,0.0513,Walking
S002C001P012R001A043,NTU,falling_down,high_risk,8.9896,8.0014,0.2,0.0163,4.777,0.316,0.0659,0.1459,Lying
S002C001P012R002A008,NTU,sit_down,low_risk,6.369,4.2514,0.1595,0.0064,5.2144,0.1397,0.0403,0.072,Sitting
S002C001P012R002A009,NTU,stand_up,low_risk,5.9331,4.9529,0.1333,0.0067,5.1073,0.1509,0.038,0.0723,Standing
S002C001P012R002A042,NTU,staggering,moderate_risk,6.0955,4.1991,0.2332,0.0134,5.5982,0.0256,0.0665,0.0816,Walking
S002C001P012R002A043,NTU,falling_down,high_risk,22.9232,18.4004,0.1727,0.0112,4.6178,0.2555,0.0462,0.141,Lying
S002C001P013R001A008,NTU,sit_down,low_risk,10.9197,12.5841,0.2201,0.0104,4.8869,0.1803,0.0543,0.1774,Sitting
S002C001P013R001A009,NTU,stand_up,low_risk,4.8033,4.6483,0.1895,0.0046,5.1462,0.1613,0.0233,0.0607,Standing
S002C001P013R001A042,NTU,staggering,moderate_risk,6.4969,5.0691,0.2379,0.0086,5.8517,0.0452,0.0475,0.0755,Walking
S002C001P013R001A043,NTU,falling_down,high_risk,5.3598,7.3852,0.254,0.0112,4.9297,0.2509,0.054,0.2771,Lying
S002C001P013R002A008,NTU,sit_down,low_risk,7.2166,11.6111,0.1998,0.0094,4.7197,0.1614,0.0593,0.2387,Sitting
S002C001P013R002A009,NTU,stand_up,low_risk,1.6169,0.9692,0.164,0.0037,5.1907,0.1496,0.0224,0.1068,Standing
S002C001P013R002A042,NTU,staggering,moderate_risk,6.4765,4.7188,0.2274,0.0062,5.9704,0.0207,0.0485,0.0408,Walking
S002C001P013R002A043,NTU,falling_down,high_risk,35.165,31.547,0.2225,0.0114,5.0978,0.2119,0.0449,0.3676,Lying
S002C001P014R001A008,NTU,sit_down,low_risk,7.0529,5.1278,0.162,0.0147,4.7635,0.2207,0.0817,0.1535,Sitting
S002C001P014R001A009,NTU,stand_up,low_risk,8.3999,5.8424,0.1766,0.005,5.2079,0.1959,0.031,0.1458,Standing
S002C001P014R001A042,NTU,staggering,moderate_risk,1.8349,1.4275,0.2369,0.0094,5.9796,0.0228,0.0488,0.0109,Walking
S002C001P014R001A043,NTU,falling_down,high_risk,17.8085,21.7208,0.2703,0.016,4.9976,0.1855,0.0626,0.2947,Lying
S002C001P014R002A008,NTU,sit_down,low_risk,7.6194,7.4489,0.1783,0.0058,4.6877,0.1953,0.0327,0.1559,Sitting
S002C001P014R002A009,NTU,stand_up,low_risk,2.4248,3.1749,0.143,0.0049,4.7059,0.2088,0.0221,0.08,Standing
S002C001P014R002A042,NTU,staggering,moderate_risk,4.0736,2.5003,0.232,0.0089,5.8407,0.0237,0.0489,0.0374,Walking
S002C001P014R002A043,NTU,falling_down,high_risk,27.2767,20.5202,0.2051,0.0077,5.2082,0.2393,0.0408,0.2313,Lying
S002C002P003R001A008,NTU,sit_down,low_risk,15.626,16.1109,0.1433,0.0103,4.4637,0.179,0.0528,0.1565,Sitting
S002C002P003R001A009,NTU,stand_up,low_risk,8.2873,9.1532,0.1294,0.0064,4.7138,0.177,0.0311,0.0626,Standing
S002C002P003R001A042,NTU,staggering,moderate_risk,3.1567,2.0184,0.2659,0.0136,6.2116,0.0166,0.0681,0.0152,Walking
S002C002P003R001A043,NTU,falling_down,high_risk,24.9746,21.6747,0.294,0.0166,5.4026,0.1304,0.0747,0.1499,Lying
S002C002P003R002A008,NTU,sit_down,low_risk,8.2856,6.5247,0.167,0.0111,4.5785,0.1828,0.0775,0.1637,Sitting
S002C002P003R002A009,NTU,stand_up,low_risk,3.0289,1.3444,0.1646,0.0061,5.3429,0.1448,0.0374,0.1405,Standing
S002C002P003R002A042,NTU,staggering,moderate_risk,2.1115,1.7119,0.2154,0.0119,5.5359,0.0244,0.0449,0.0081,Walking
S002C002P003R002A043,NTU,falling_down,high_risk,27.8952,28.7772,0.2096,0.0244,5.207,0.1293,0.067,0.2994,Lying
S002C002P007R001A008,NTU,sit_down,low_risk,25.4169,18.4983,0.1438,0.0134,4.3708,0.168,0.0573,0.1356,Sitting
S002C002P007R001A009,NTU,stand_up,low_risk,16.3951,14.4182,0.1433,0.01,4.962,0.1325,0.0532,0.1051,Standing
S002C002P007R001A042,NTU,staggering,moderate_risk,9.7151,6.9409,0.238,0.0113,5.7031,0.0571,0.0624,0.0201,Walking
S002C002P007R001A043,NTU,falling_down,high_risk,9.4475,10.4755,0.2716,0.0165,4.7618,0.2973,0.0676,0.189,Lying
S002C002P007R002A008,NTU,sit_down,low_risk,5.6275,5.8408,0.1585,0.0151,4.8236,0.1701,0.077,0.1782,Sitting
S002C002P007R002A009,NTU,stand_up,low_risk,1.6906,2.0114,0.1478,0.0096,5.0066,0.1478,0.0429,0.0903,Standing
S002C002P007R002A042,NTU,staggering,moderate_risk,5.9225,4.2668,0.212,0.0108,5.3639,0.0527,0.0393,0.0407,Walking
S002C002P007R002A043,NTU,falling_down,high_risk,27.267,32.3473,0.1996,0.014,4.7723,0.2614,0.0545,0.3761,Lying
S002C002P008R001A008,NTU,sit_down,low_risk,26.2901,23.9972,0.1506,0.0206,4.1386,0.218,0.0865,0.239,Sitting
S002C002P008R001A009,NTU,stand_up,low_risk,16.628,12.7239,0.1315,0.0073,4.6782,0.1686,0.0393,0.0826,Standing
S002C002P008R001A042,NTU,staggering,moderate_risk,11.8004,6.7221,0.277,0.0153,5.4378,0.0588,0.0882,0.0525,Walking
S002C002P008R001A043,NTU,falling_down,high_risk,31.3584,25.8855,0.4349,0.0144,5.3331,0.2213,0.0658,0.5857,Lying
S002C002P008R002A008,NTU,sit_down,low_risk,9.6652,16.7507,0.1347,0.0089,4.0779,0.2144,0.0676,0.243,Sitting
S002C002P008R002A009,NTU,stand_up,low_risk,4.6082,3.3923,0.1171,0.0043,4.4607,0.1598,0.026,0.1075,Standing
S002C002P008R002A042,NTU,staggering,moderate_risk,13.4867,7.1184,0.2143,0.0147,5.1698,0.045,0.0684,0.0272,Walking
S002C002P008R002A043,NTU,falling_down,high_risk,39.3592,33.8708,0.2962,0.015,4.7276,0.1781,0.0498,0.4633,Lying
S002C002P009R001A008,NTU,sit_down,low_risk,8.2636,9.7264,0.1834,0.0176,4.3439,0.1684,0.0652,0.0486,Sitting
S002C002P009R001A009,NTU,stand_up,low_risk,11.5274,10.4469,0.2015,0.017,4.9851,0.1714,0.0666,0.0396,Standing
S002C002P009R001A042,NTU,staggering,moderate_risk,12.3562,6.2884,0.304,0.0127,6.049,0.0173,0.0618,0.0498,Walking
S002C002P009R001A043,NTU,falling_down,high_risk,26.3773,21.0595,0.3765,0.0247,4.3428,0.4258,0.1098,0.2491,Lying
S002C002P009R002A008,NTU,sit_down,low_risk,5.8744,4.6338,0.1448,0.0085,4.7401,0.1708,0.0497,0.1242,Sitting
S002C002P009R002A009,NTU,stand_up,low_risk,15.0171,10.993,0.1655,0.0076,4.8492,0.2012,0.0415,0.1183,Standing
S002C002P009R002A042,NTU,staggering,moderate_risk,2.8797,1.9156,0.244,0.0083,5.6632,0.0174,0.0353,0.0138,Walking
S002C002P009R002A043,NTU,falling_down,high_risk,22.796,27.722,0.2306,0.0214,4.5828,0.2037,0.0715,0.2733,Lying
S002C002P010R001A008,NTU,sit_down,low_risk,15.4471,15.3144,0.1631,0.0094,5.2535,0.1765,0.0474,0.0994,Sitting
S002C002P010R001A009,NTU,stand_up,low_risk,12.58,9.7239,0.1423,0.0081,5.5573,0.1645,0.0393,0.0674,Standing
S002C002P010R001A042,NTU,staggering,moderate_risk,9.8126,8.1252,0.2509,0.0145,5.5338,0.0315,0.067,0.0615,Walking
S002C002P010R001A043,NTU,falling_down,high_risk,30.5642,23.6278,0.2705,0.0269,4.608,0.2245,0.0873,0.2129,Lying
S002C002P010R002A008,NTU,sit_down,low_risk,11.2539,6.3226,0.1138,0.0084,4.2657,0.1657,0.0448,0.1239,Sitting
S002C002P010R002A009,NTU,stand_up,low_risk,6.3248,5.0441,0.155,0.0053,4.9142,0.182,0.0309,0.0944,Standing
S002C002P010R002A042,NTU,staggering,moderate_risk,7.0783,4.3135,0.2055,0.014,5.347,0.0334,0.0528,0.0369,Walking
S002C002P010R002A043,NTU,falling_down,high_risk,3.8243,3.6186,0.1625,0.0238,3.8877,0.318,0.0819,0.1089,Lying
S002C002P011R001A008,NTU,sit_down,low_risk,21.2415,15.2984,0.1996,0.0261,4.9751,0.166,0.1133,0.18,Sitting
S002C002P011R001A009,NTU,stand_up,low_risk,23.122,15.8501,0.1843,0.0385,4.7495,0.1884,0.1223,0.1324,Standing
S002C002P011R001A042,NTU,staggering,moderate_risk,2.6018,1.8711,0.2856,0.0297,5.5714,0.0528,0.1469,0.0866,Walking
S002C002P011R001A043,NTU,falling_down,high_risk,10.8775,8.0187,0.217,0.0168,4.2549,0.3477,0.0897,0.1175,Lying
S002C002P011R002A008,NTU,sit_down,low_risk,5.4463,7.4488,0.2115,0.025,4.6018,0.2018,0.1161,0.1724,Sitting
S002C002P011R002A009,NTU,stand_up,low_risk,3.6309,2.2396,0.1882,0.0088,5.2244,0.1543,0.0548,0.1109,Standing
S002C002P011R002A042,NTU,staggering,moderate_risk,4.2888,2.3728,0.2274,0.0118,5.4483,0.0213,0.0422,0.0084,Walking
S002C002P011R002A043,NTU,falling_down,high_risk,6.6214,7.0589,0.1828,0.0101,5.0365,0.1962,0.0513,0.156,Lying
S002C002P012R001A008,NTU,sit_down,low_risk,12.3186,7.0076,0.2499,0.0072,4.7757,0.1531,0.0459,0.1119,Sitting
S002C002P012R001A009,NTU,stand_up,low_risk,8.6324,7.8114,0.2144,0.0065,5.1331,0.1496,0.0377,0.0687,Standing
S002C002P012R001A042,NTU,staggering,moderate_risk,11.2257,10.3712,0.2398,0.0357,5.5855,0.2343,0.1333,0.2253,Walking
S002C002P012R001A043,NTU,falling_down,high_risk,17.6168,18.8839,0.2148,0.0111,5.0037,0.2388,0.0554,0.2037,Lying
S002C002P012R002A008,NTU,sit_down,low_risk,7.5846,3.2047,0.2038,0.01,4.8764,0.1292,0.0458,0.0662,Sitting
S002C002P012R002A009,NTU,stand_up,low_risk,7.2606,4.3798,0.2161,0.0149,4.7517,0.1679,0.0406,0.0512,Standing
S002C002P012R002A042,NTU,staggering,moderate_risk,8.5474,4.6973,0.2139,0.0121,5.5392,0.0358,0.0618,0.0398,Walking
S002C002P012R002A043,NTU,falling_down,high_risk,14.8821,14.4242,0.169,0.0119,4.3371,0.2577,0.0445,0.1046,Lying
S002C002P013R001A008,NTU,sit_down,low_risk,19.1143,18.7806,0.1914,0.0131,4.342,0.1914,0.0528,0.1459,Sitting
S002C002P013R001A009,NTU,stand_up,low_risk,7.0889,8.1513,0.1613,0.0088,4.7607,0.1663,0.036,0.0749,Standing
S002C002P013R001A042,NTU,staggering,moderate_risk,13.7899,12.706,0.2581,0.0093,5.8543,0.0357,0.0465,0.0936,Walking
S002C002P013R001A043,NTU,falling_down,high_risk,28.9576,25.4956,0.2534,0.0117,5.5889,0.2385,0.0571,0.3022,Lying
S002C002P013R002A008,NTU,sit_down,low_risk,10.4212,10.5746,0.1703,0.0093,4.6374,0.15,0.05,0.226,Sitting
S002C002P013R002A009,NTU,stand_up,low_risk,4.406,4.6282,0.1328,0.005,5.0092,0.157,0.0245,0.0693,Standing
S002C002P013R002A042,NTU,staggering,moderate_risk,5.7906,4.3142,0.2273,0.0059,5.8499,0.0191,0.0375,0.0422,Walking
S002C002P013R002A043,NTU,falling_down,high_risk,9.2548,10.7261,0.2437,0.0098,4.6092,0.2701,0.0432,0.1789,Lying
S002C002P014R001A008,NTU,sit_down,low_risk,25.6109,20.1649,0.1829,0.0093,4.707,0.2356,0.0538,0.1852,Sitting
S002C002P014R001A009,NTU,stand_up,low_risk,15.8365,13.965,0.1508,0.0068,5.0241,0.2012,0.0329,0.1013,Standing
S002C002P014R001A042,NTU,staggering,moderate_risk,3.7444,3.3977,0.2467,0.0105,6.0562,0.024,0.0636,0.0297,Walking
S002C002P014R001A043,NTU,falling_down,high_risk,31.3709,30.3383,0.2321,0.0215,4.7766,0.3384,0.0755,0.3466,Lying
S002C002P014R002A008,NTU,sit_down,low_risk,8.6897,4.7146,0.1756,0.0057,4.4421,0.2036,0.0289,0.1728,Sitting
S002C002P014R002A009,NTU,stand_up,low_risk,4.3081,3.6934,0.1413,0.0048,4.6775,0.2058,0.0221,0.0821,Standing
S002C002P014R002A042,NTU,staggering,moderate_risk,4.6725,2.9994,0.2202,0.0063,5.4663,0.022,0.0394,0.0232,Walking
S002C002P014R002A043,NTU,falling_down,high_risk,9.9393,6.9395,0.1843,0.014,4.0567,0.349,0.049,0.1097,Lying
S002C003P003R001A008,NTU,sit_down,low_risk,8.7979,6.4369,0.1354,0.0115,4.4589,0.1585,0.0719,0.1696,Sitting
S002C003P003R001A009,NTU,stand_up,low_risk,4.2563,4.0868,0.1346,0.0061,4.625,0.1741,0.0347,0.1014,Standing
S002C003P003R001A042,NTU,staggering,moderate_risk,2.4097,1.6531,0.2245,0.0095,5.5128,0.0145,0.0391,0.0129,Walking
S002C003P003R001A043,NTU,falling_down,high_risk,6.5493,6.3145,0.2211,0.0158,5.117,0.1493,0.0858,0.1306,Lying
S002C003P003R002A008,NTU,sit_down,low_risk,24.02,23.3966,0.1758,0.0094,4.882,0.1736,0.0606,0.1861,Sitting
S002C003P003R002A009,NTU,stand_up,low_risk,10.3927,10.0124,0.1573,0.0101,5.1851,0.1449,0.0451,0.1072,Standing
S002C003P003R002A042,NTU,staggering,moderate_risk,9.6104,4.4424,0.2397,0.0156,5.4913,0.0266,0.0568,0.0311,Walking
S002C003P003R002A043,NTU,falling_down,high_risk,12.6194,9.7222,0.2338,0.0171,5.1652,0.113,0.0868,0.083,Lying
S002C003P007R001A008,NTU,sit_down,low_risk,6.8958,6.2506,0.1341,0.0062,4.5369,0.1818,0.034,0.1983,Sitting
S002C003P007R001A009,NTU,stand_up,low_risk,2.0669,0.8564,0.1341,0.0039,4.9003,0.1664,0.027,0.1023,Standing
S002C003P007R001A042,NTU,staggering,moderate_risk,5.522,6.7162,0.2249,0.0069,5.212,0.061,0.0338,0.0888,Walking
S002C003P007R001A043,NTU,falling_down,high_risk,30.3635,26.6693,0.2138,0.0171,4.4762,0.2672,0.0515,0.2934,Lying
S002C003P007R002A008,NTU,sit_down,low_risk,14.3232,11.5421,0.1636,0.0194,4.7961,0.2021,0.0679,0.1009,Sitting
S002C003P007R002A009,NTU,stand_up,low_risk,15.389,12.1261,0.1767,0.0216,4.8465,0.2115,0.0654,0.0801,Standing
S002C003P007R002A042,NTU,staggering,moderate_risk,11.3946,12.5457,0.2425,0.0115,5.1822,0.0609,0.0505,0.042,Walking
S002C003P007R002A043,NTU,falling_down,high_risk,23.2,26.7637,0.2108,0.0113,4.8469,0.2187,0.0472,0.2054,Lying
S002C003P008R001A008,NTU,sit_down,low_risk,15.613,12.026,0.1601,0.0154,4.129,0.2003,0.0731,0.1441,Sitting
S002C003P008R001A009,NTU,stand_up,low_risk,11.9598,7.4937,0.1243,0.0045,4.4707,0.1606,0.0233,0.1169,Standing
S002C003P008R001A042,NTU,staggering,moderate_risk,10.9856,8.3911,0.2149,0.0127,5.1035,0.06,0.0756,0.0611,Walking
S002C003P008R001A043,NTU,falling_down,high_risk,31.5956,28.4512,0.3365,0.0135,4.6282,0.2336,0.0564,0.6889,Lying
S002C003P008R002A008,NTU,sit_down,low_risk,19.0733,15.6577,0.1567,0.0109,4.513,0.1798,0.0487,0.1318,Sitting
S002C003P008R002A009,NTU,stand_up,low_risk,11.9877,8.9241,0.1209,0.0075,4.7172,0.169,0.0328,0.0806,Standing
S002C003P008R002A042,NTU,staggering,moderate_risk,9.7824,7.7335,0.249,0.0182,5.4581,0.0403,0.0763,0.0609,Walking
S002C003P008R002A043,NTU,falling_down,high_risk,12.0228,12.306,0.2618,0.0123,4.9077,0.2503,0.0623,0.2197,Lying
S002C003P009R001A008,NTU,sit_down,low_risk,3.9248,2.8132,0.1635,0.0073,4.9763,0.1607,0.0463,0.0876,Sitting
S002C003P009R001A009,NTU,stand_up,low_risk,4.7287,2.2377,0.2068,0.0076,5.3214,0.1626,0.037,0.0574,Standing
S002C003P009R001A042,NTU,staggering,moderate_risk,3.4693,2.2488,0.2524,0.0081,5.6883,0.0216,0.0389,0.0414,Walking
S002C003P009R001A043,NTU,falling_down,high_risk,19.4595,25.0183,0.2452,0.05,4.542,0.2221,0.0974,0.2502,Lying
S002C003P009R002A008,NTU,sit_down,low_risk,12.8903,13.4684,0.1531,0.0098,4.9003,0.1727,0.049,0.1204,Sitting
S002C003P009R002A009,NTU,stand_up,low_risk,12.0651,11.2267,0.2009,0.0082,4.9357,0.2137,0.0429,0.145,Standing
S002C003P009R002A042,NTU,staggering,moderate_risk,16.5445,7.8034,0.2581,0.0129,5.4832,0.0224,0.0654,0.042,Walking
S002C003P009R002A043,NTU,falling_down,high_risk,14.4204,10.1294,0.1705,0.0146,5.1674,0.1484,0.0689,0.0797,Lying
S002C003P010R001A008,NTU,sit_down,low_risk,4.3358,10.0676,0.1485,0.0059,4.6182,0.1792,0.0448,0.2669,Sitting
S002C003P010R001A009,NTU,stand_up,low_risk,3.7069,2.2214,0.1371,0.0047,4.9025,0.1635,0.032,0.1559,Standing
S002C003P010R001A042,NTU,staggering,moderate_risk,4.4134,3.6429,0.2062,0.011,5.3689,0.021,0.0462,0.0507,Walking
S002C003P010R001A043,NTU,falling_down,high_risk,10.2049,8.0339,0.2115,0.0278,4.3521,0.2341,0.1125,0.1793,Lying
S002C003P010R002A008,NTU,sit_down,low_risk,15.182,12.5717,0.1291,0.0104,4.4161,0.1685,0.0459,0.1066,Sitting
