sequence_id,dataset,action_code,label,risk_level,frame_count,joint_count,coordinate_count,pose_shape,pose_array_path
S001C003P002R002A042,NTU,A042,staggering,moderate_risk,100,25,3,"(100, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P002R002A042.npy
S001C003P002R002A043,NTU,A043,falling_down,high_risk,65,25,3,"(65, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P002R002A043.npy
S001C003P003R001A008,NTU,A008,sit_down,low_risk,114,25,3,"(114, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P003R001A008.npy
S001C003P003R001A009,NTU,A009,stand_up,low_risk,103,25,3,"(103, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P003R001A009.npy
S001C003P003R001A042,NTU,A042,staggering,moderate_risk,135,25,3,"(135, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P003R001A042.npy
S001C003P003R001A043,NTU,A043,falling_down,high_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P003R001A043.npy
S001C003P003R002A008,NTU,A008,sit_down,low_risk,86,25,3,"(86, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P003R002A008.npy
S001C003P003R002A009,NTU,A009,stand_up,low_risk,93,25,3,"(93, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P003R002A009.npy
S001C003P003R002A042,NTU,A042,staggering,moderate_risk,124,25,3,"(124, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P003R002A042.npy
S001C003P003R002A043,NTU,A043,falling_down,high_risk,87,25,3,"(87, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P003R002A043.npy
S001C003P004R001A008,NTU,A008,sit_down,low_risk,87,25,3,"(87, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P004R001A008.npy
S001C003P004R001A009,NTU,A009,stand_up,low_risk,78,25,3,"(78, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P004R001A009.npy
S001C003P004R001A042,NTU,A042,staggering,moderate_risk,109,25,3,"(109, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P004R001A042.npy
S001C003P004R001A043,NTU,A043,falling_down,high_risk,83,25,3,"(83, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P004R001A043.npy
S001C003P004R002A008,NTU,A008,sit_down,low_risk,82,25,3,"(82, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P004R002A008.npy
S001C003P004R002A009,NTU,A009,stand_up,low_risk,78,25,3,"(78, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P004R002A009.npy
S001C003P004R002A042,NTU,A042,staggering,moderate_risk,120,25,3,"(120, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P004R002A042.npy
S001C003P004R002A043,NTU,A043,falling_down,high_risk,83,25,3,"(83, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P004R002A043.npy
S001C003P005R001A008,NTU,A008,sit_down,low_risk,56,25,3,"(56, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P005R001A008.npy
S001C003P005R001A009,NTU,A009,stand_up,low_risk,55,25,3,"(55, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P005R001A009.npy
S001C003P005R001A042,NTU,A042,staggering,moderate_risk,99,25,3,"(99, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P005R001A042.npy
S001C003P005R001A043,NTU,A043,falling_down,high_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P005R001A043.npy
S001C003P005R002A008,NTU,A008,sit_down,low_risk,55,25,3,"(55, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P005R002A008.npy
S001C003P005R002A009,NTU,A009,stand_up,low_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P005R002A009.npy
S001C003P005R002A042,NTU,A042,staggering,moderate_risk,94,25,3,"(94, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P005R002A042.npy
S001C003P005R002A043,NTU,A043,falling_down,high_risk,73,25,3,"(73, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P005R002A043.npy
S001C003P006R001A008,NTU,A008,sit_down,low_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P006R001A008.npy
S001C003P006R001A009,NTU,A009,stand_up,low_risk,65,25,3,"(65, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P006R001A009.npy
S001C003P006R001A042,NTU,A042,staggering,moderate_risk,73,25,3,"(73, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P006R001A042.npy
S001C003P006R001A043,NTU,A043,falling_down,high_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P006R001A043.npy
S001C003P006R002A008,NTU,A008,sit_down,low_risk,79,25,3,"(79, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P006R002A008.npy
S001C003P006R002A009,NTU,A009,stand_up,low_risk,87,25,3,"(87, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P006R002A009.npy
S001C003P006R002A042,NTU,A042,staggering,moderate_risk,74,25,3,"(74, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P006R002A042.npy
S001C003P006R002A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P006R002A043.npy
S001C003P007R001A008,NTU,A008,sit_down,low_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P007R001A008.npy
S001C003P007R001A009,NTU,A009,stand_up,low_risk,56,25,3,"(56, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P007R001A009.npy
S001C003P007R001A042,NTU,A042,staggering,moderate_risk,98,25,3,"(98, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P007R001A042.npy
S001C003P007R001A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P007R001A043.npy
S001C003P007R002A008,NTU,A008,sit_down,low_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P007R002A008.npy
S001C003P007R002A009,NTU,A009,stand_up,low_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P007R002A009.npy
S001C003P007R002A042,NTU,A042,staggering,moderate_risk,99,25,3,"(99, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P007R002A042.npy
S001C003P007R002A043,NTU,A043,falling_down,high_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P007R002A043.npy
S001C003P008R001A008,NTU,A008,sit_down,low_risk,85,25,3,"(85, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P008R001A008.npy
S001C003P008R001A009,NTU,A009,stand_up,low_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P008R001A009.npy
S001C003P008R001A042,NTU,A042,staggering,moderate_risk,101,25,3,"(101, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P008R001A042.npy
S001C003P008R001A043,NTU,A043,falling_down,high_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P008R001A043.npy
S001C003P008R002A008,NTU,A008,sit_down,low_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S001C003P008R002A008.npy
S001C003P008R002A009,NTU,A009,stand_up,low_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S001C003P008R002A009.npy
S001C003P008R002A042,NTU,A042,staggering,moderate_risk,100,25,3,"(100, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S001C003P008R002A042.npy
S001C003P008R002A043,NTU,A043,falling_down,high_risk,64,25,3,"(64, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S001C003P008R002A043.npy
S002C001P003R001A008,NTU,A008,sit_down,low_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P003R001A008.npy
S002C001P003R001A009,NTU,A009,stand_up,low_risk,64,25,3,"(64, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P003R001A009.npy
S002C001P003R001A042,NTU,A042,staggering,moderate_risk,123,25,3,"(123, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P003R001A042.npy
S002C001P003R001A043,NTU,A043,falling_down,high_risk,93,25,3,"(93, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P003R001A043.npy
S002C001P003R002A008,NTU,A008,sit_down,low_risk,86,25,3,"(86, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P003R002A008.npy
S002C001P003R002A009,NTU,A009,stand_up,low_risk,74,25,3,"(74, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P003R002A009.npy
S002C001P003R002A042,NTU,A042,staggering,moderate_risk,115,25,3,"(115, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P003R002A042.npy
S002C001P003R002A043,NTU,A043,falling_down,high_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P003R002A043.npy
S002C001P007R001A008,NTU,A008,sit_down,low_risk,73,25,3,"(73, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P007R001A008.npy
S002C001P007R001A009,NTU,A009,stand_up,low_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P007R001A009.npy
S002C001P007R001A042,NTU,A042,staggering,moderate_risk,83,25,3,"(83, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P007R001A042.npy
S002C001P007R001A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P007R001A043.npy
S002C001P007R002A008,NTU,A008,sit_down,low_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P007R002A008.npy
S002C001P007R002A009,NTU,A009,stand_up,low_risk,87,25,3,"(87, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P007R002A009.npy
S002C001P007R002A042,NTU,A042,staggering,moderate_risk,76,25,3,"(76, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P007R002A042.npy
S002C001P007R002A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P007R002A043.npy
S002C001P008R001A008,NTU,A008,sit_down,low_risk,85,25,3,"(85, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P008R001A008.npy
S002C001P008R001A009,NTU,A009,stand_up,low_risk,55,25,3,"(55, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P008R001A009.npy
S002C001P008R001A042,NTU,A042,staggering,moderate_risk,105,25,3,"(105, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P008R001A042.npy
S002C001P008R001A043,NTU,A043,falling_down,high_risk,65,25,3,"(65, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P008R001A043.npy
S002C001P008R002A008,NTU,A008,sit_down,low_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P008R002A008.npy
S002C001P008R002A009,NTU,A009,stand_up,low_risk,56,25,3,"(56, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P008R002A009.npy
S002C001P008R002A042,NTU,A042,staggering,moderate_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P008R002A042.npy
S002C001P008R002A043,NTU,A043,falling_down,high_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P008R002A043.npy
S002C001P009R001A008,NTU,A008,sit_down,low_risk,98,25,3,"(98, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P009R001A008.npy
S002C001P009R001A009,NTU,A009,stand_up,low_risk,89,25,3,"(89, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P009R001A009.npy
S002C001P009R001A042,NTU,A042,staggering,moderate_risk,123,25,3,"(123, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P009R001A042.npy
S002C001P009R001A043,NTU,A043,falling_down,high_risk,83,25,3,"(83, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P009R001A043.npy
S002C001P009R002A008,NTU,A008,sit_down,low_risk,88,25,3,"(88, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P009R002A008.npy
S002C001P009R002A009,NTU,A009,stand_up,low_risk,81,25,3,"(81, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P009R002A009.npy
S002C001P009R002A042,NTU,A042,staggering,moderate_risk,125,25,3,"(125, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P009R002A042.npy
S002C001P009R002A043,NTU,A043,falling_down,high_risk,89,25,3,"(89, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P009R002A043.npy
S002C001P010R001A008,NTU,A008,sit_down,low_risk,86,25,3,"(86, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P010R001A008.npy
S002C001P010R001A009,NTU,A009,stand_up,low_risk,64,25,3,"(64, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P010R001A009.npy
S002C001P010R001A042,NTU,A042,staggering,moderate_risk,118,25,3,"(118, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P010R001A042.npy
S002C001P010R001A043,NTU,A043,falling_down,high_risk,103,25,3,"(103, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P010R001A043.npy
S002C001P010R002A008,NTU,A008,sit_down,low_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P010R002A008.npy
S002C001P010R002A009,NTU,A009,stand_up,low_risk,72,25,3,"(72, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P010R002A009.npy
S002C001P010R002A042,NTU,A042,staggering,moderate_risk,91,25,3,"(91, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P010R002A042.npy
S002C001P010R002A043,NTU,A043,falling_down,high_risk,78,25,3,"(78, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P010R002A043.npy
S002C001P011R001A008,NTU,A008,sit_down,low_risk,79,25,3,"(79, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P011R001A008.npy
S002C001P011R001A009,NTU,A009,stand_up,low_risk,87,25,3,"(87, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P011R001A009.npy
S002C001P011R001A042,NTU,A042,staggering,moderate_risk,159,25,3,"(159, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P011R001A042.npy
S002C001P011R001A043,NTU,A043,falling_down,high_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P011R001A043.npy
S002C001P011R002A008,NTU,A008,sit_down,low_risk,77,25,3,"(77, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P011R002A008.npy
S002C001P011R002A009,NTU,A009,stand_up,low_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P011R002A009.npy
S002C001P011R002A042,NTU,A042,staggering,moderate_risk,127,25,3,"(127, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P011R002A042.npy
S002C001P011R002A043,NTU,A043,falling_down,high_risk,75,25,3,"(75, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P011R002A043.npy
S002C001P012R001A008,NTU,A008,sit_down,low_risk,70,25,3,"(70, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P012R001A008.npy
S002C001P012R001A009,NTU,A009,stand_up,low_risk,85,25,3,"(85, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P012R001A009.npy
S002C001P012R001A042,NTU,A042,staggering,moderate_risk,92,25,3,"(92, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P012R001A042.npy
S002C001P012R001A043,NTU,A043,falling_down,high_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P012R001A043.npy
S002C001P012R002A008,NTU,A008,sit_down,low_risk,70,25,3,"(70, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P012R002A008.npy
S002C001P012R002A009,NTU,A009,stand_up,low_risk,64,25,3,"(64, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P012R002A009.npy
S002C001P012R002A042,NTU,A042,staggering,moderate_risk,96,25,3,"(96, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P012R002A042.npy
S002C001P012R002A043,NTU,A043,falling_down,high_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P012R002A043.npy
S002C001P013R001A008,NTU,A008,sit_down,low_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P013R001A008.npy
S002C001P013R001A009,NTU,A009,stand_up,low_risk,69,25,3,"(69, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P013R001A009.npy
S002C001P013R001A042,NTU,A042,staggering,moderate_risk,98,25,3,"(98, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P013R001A042.npy
S002C001P013R001A043,NTU,A043,falling_down,high_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P013R001A043.npy
S002C001P013R002A008,NTU,A008,sit_down,low_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P013R002A008.npy
S002C001P013R002A009,NTU,A009,stand_up,low_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P013R002A009.npy
S002C001P013R002A042,NTU,A042,staggering,moderate_risk,89,25,3,"(89, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P013R002A042.npy
S002C001P013R002A043,NTU,A043,falling_down,high_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P013R002A043.npy
S002C001P014R001A008,NTU,A008,sit_down,low_risk,89,25,3,"(89, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P014R001A008.npy
S002C001P014R001A009,NTU,A009,stand_up,low_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P014R001A009.npy
S002C001P014R001A042,NTU,A042,staggering,moderate_risk,135,25,3,"(135, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P014R001A042.npy
S002C001P014R001A043,NTU,A043,falling_down,high_risk,75,25,3,"(75, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P014R001A043.npy
S002C001P014R002A008,NTU,A008,sit_down,low_risk,68,25,3,"(68, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C001P014R002A008.npy
S002C001P014R002A009,NTU,A009,stand_up,low_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C001P014R002A009.npy
S002C001P014R002A042,NTU,A042,staggering,moderate_risk,106,25,3,"(106, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C001P014R002A042.npy
S002C001P014R002A043,NTU,A043,falling_down,high_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C001P014R002A043.npy
S002C002P003R001A008,NTU,A008,sit_down,low_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C002P003R001A008.npy
S002C002P003R001A009,NTU,A009,stand_up,low_risk,64,25,3,"(64, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C002P003R001A009.npy
S002C002P003R001A042,NTU,A042,staggering,moderate_risk,122,25,3,"(122, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C002P003R001A042.npy
S002C002P003R001A043,NTU,A043,falling_down,high_risk,94,25,3,"(94, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C002P003R001A043.npy
S002C002P003R002A008,NTU,A008,sit_down,low_risk,86,25,3,"(86, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C002P003R002A008.npy
S002C002P003R002A009,NTU,A009,stand_up,low_risk,74,25,3,"(74, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C002P003R002A009.npy
S002C002P003R002A042,NTU,A042,staggering,moderate_risk,115,25,3,"(115, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C002P003R002A042.npy
S002C002P003R002A043,NTU,A043,falling_down,high_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C002P003R002A043.npy
S002C002P007R001A008,NTU,A008,sit_down,low_risk,72,25,3,"(72, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C002P007R001A008.npy
S002C002P007R001A009,NTU,A009,stand_up,low_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S002C002P007R001A009.npy
S002C002P007R001A042,NTU,A042,staggering,moderate_risk,85,25,3,"(85, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S002C002P007R001A042.npy
S002C002P007R001A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S002C002P007R001A043.npy
S002C002P007R002A008,NTU,A008,sit_down,low_risk,91,25,3,"(91, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S002C002P007R002A008.npy
